credit_sco,credit_amo,tenure,balance,cred_card,active,saving,checking,clusters
727,3972,new,good balance,yes,no,little,none,0
603,1935,loyal,good balance,yes,yes,little,moderate,2
644,950,loyal,no balance,yes,yes,little,little,2
647,763,long term,good balance,no,yes,little,none,2
648,2064,long term,excellent balance,yes,no,little,moderate,2
721,1414,new,no balance,yes,yes,little,moderate,2
524,3414,long term,no balance,yes,yes,little,little,0
626,7485,new,no balance,yes,yes,none,none,3
569,2577,long term,no balance,yes,no,little,little,0
578,338,new,excellent balance,yes,no,quite rich,little,2
769,1963,loyal,excellent balance,yes,yes,little,none,2
694,571,long term,excellent balance,yes,no,little,little,2
664,9572,long term,no balance,yes,yes,little,none,3
646,4455,long term,no balance,yes,no,little,moderate,0
779,1647,new,good balance,yes,no,none,little,2
782,3777,long term,excellent balance,yes,no,rich,none,0
769,884,long term,good balance,no,no,little,moderate,2
655,1360,long term,excellent balance,yes,yes,little,none,2
623,5129,long term,no balance,yes,no,little,moderate,0
705,1175,loyal,excellent balance,yes,yes,little,moderate,2
686,674,long term,excellent balance,yes,yes,moderate,little,2
678,3244,long term,good balance,yes,no,little,moderate,0
738,4591,long term,no balance,yes,yes,rich,none,0
703,3844,loyal,no balance,no,yes,moderate,moderate,0
554,3915,new,no balance,no,yes,little,moderate,0
582,2108,loyal,excellent balance,yes,yes,little,none,2
644,3031,long term,good balance,yes,no,moderate,moderate,0
724,1501,long term,no balance,yes,no,little,moderate,2
593,1382,new,no balance,no,no,little,none,2
710,951,loyal,no balance,yes,no,moderate,moderate,2
631,2760,loyal,excellent balance,yes,yes,none,moderate,0
739,4297,loyal,no balance,yes,no,little,moderate,0
644,936,long term,no balance,no,yes,quite rich,none,2
652,1168,long term,good balance,yes,yes,little,little,2
554,5117,new,no balance,yes,no,little,none,0
483,902,loyal,no balance,no,no,little,little,2
669,1495,new,good balance,yes,no,little,none,2
841,10623,new,good balance,yes,no,little,little,1
662,1935,new,good balance,no,yes,little,none,2
821,1424,new,excellent balance,yes,yes,little,moderate,2
783,6568,loyal,good balance,yes,no,little,little,3
850,1413,loyal,no balance,yes,yes,rich,none,2
559,3074,long term,good balance,yes,yes,none,none,0
602,3835,loyal,good balance,yes,no,none,none,0
563,5293,new,good balance,yes,yes,little,little,0
695,1908,long term,good balance,yes,yes,little,rich,2
546,3342,long term,no balance,no,yes,none,none,0
719,932,loyal,good balance,yes,no,none,moderate,2
539,3104,new,excellent balance,yes,no,little,little,0
632,3913,new,good balance,yes,yes,little,rich,0
772,3021,long term,good balance,yes,yes,little,little,0
708,1364,loyal,good balance,yes,no,little,none,2
668,625,new,excellent balance,no,no,little,moderate,2
738,1200,new,excellent balance,no,yes,none,little,2
785,707,long term,no balance,yes,yes,little,none,2
597,2978,long term,no balance,yes,yes,none,none,0
531,4657,long term,excellent balance,yes,no,little,none,0
509,2613,loyal,no balance,yes,yes,little,none,0
508,10961,new,good balance,no,no,rich,moderate,1
749,7865,long term,good balance,no,yes,little,little,3
621,1478,long term,excellent balance,no,yes,little,none,2
659,3149,long term,good balance,yes,no,little,little,0
634,4210,new,good balance,no,no,little,rich,0
675,2507,long term,no balance,no,yes,quite rich,none,0
770,2141,new,excellent balance,yes,yes,moderate,none,2
736,866,loyal,no balance,no,no,little,moderate,2
524,1544,loyal,good balance,no,no,little,none,2
674,1823,long term,no balance,yes,yes,little,little,2
700,14555,loyal,no balance,yes,no,none,moderate,1
741,2767,new,no balance,yes,no,moderate,moderate,0
455,1291,new,no balance,no,yes,little,none,2
608,2522,new,excellent balance,yes,no,little,little,0
776,915,new,no balance,yes,no,none,little,2
635,1595,new,no balance,no,no,little,none,2
746,4605,long term,no balance,no,yes,little,little,0
692,1185,new,no balance,yes,no,little,none,2
683,3447,loyal,good balance,no,no,quite rich,none,0
591,1258,new,good balance,yes,no,little,none,2
581,717,new,good balance,yes,yes,little,none,2
684,1204,new,good balance,yes,yes,moderate,none,2
561,1925,long term,good balance,no,yes,little,rich,2
718,433,long term,good balance,no,no,little,none,2
590,666,loyal,good balance,yes,no,rich,little,2
573,2251,loyal,excellent balance,yes,no,little,rich,2
350,2150,new,good balance,yes,yes,little,moderate,2
504,4151,new,excellent balance,yes,yes,moderate,none,0
813,2030,new,excellent balance,no,yes,none,moderate,2
641,7418,new,excellent balance,yes,no,none,moderate,3
662,2684,loyal,no balance,yes,yes,little,none,0
497,2149,new,excellent balance,no,yes,little,little,2
716,3812,loyal,good balance,yes,yes,moderate,none,0
526,1154,long term,good balance,yes,no,moderate,none,2
760,1657,long term,good balance,yes,no,little,little,2
669,1603,long term,good balance,yes,no,little,little,2
655,5302,loyal,no balance,yes,no,little,little,0
547,2748,new,no balance,no,no,little,none,0
648,1231,long term,excellent balance,yes,yes,little,none,2
790,802,new,excellent balance,yes,yes,little,moderate,2
744,6304,new,excellent balance,no,yes,none,none,3
761,1533,long term,good balance,yes,yes,little,none,2
750,8978,new,no balance,yes,no,little,little,3
680,999,loyal,no balance,yes,yes,none,none,2
704,2662,long term,good balance,yes,no,none,none,0
521,1402,new,no balance,yes,yes,quite rich,none,2
452,12169,loyal,no balance,yes,yes,none,moderate,1
695,3060,long term,good balance,no,no,little,moderate,0
850,11998,loyal,good balance,yes,no,little,little,1
625,2697,long term,no balance,no,yes,little,none,0
608,2404,long term,good balance,no,no,little,none,2
715,1262,new,no balance,yes,yes,none,little,2
834,4611,long term,no balance,yes,no,little,none,0
469,1901,new,excellent balance,yes,no,moderate,none,2
480,3368,long term,no balance,yes,no,rich,none,0
527,1574,new,excellent balance,yes,yes,little,none,2
834,1445,long term,no balance,no,no,none,rich,2
583,1520,long term,good balance,yes,no,none,none,2
696,3878,long term,good balance,no,yes,moderate,moderate,0
606,10722,long term,good balance,yes,yes,little,little,1
713,4788,loyal,no balance,yes,yes,little,little,0
821,7582,new,good balance,yes,yes,moderate,moderate,3
550,1092,long term,no balance,yes,no,little,moderate,2
675,1024,long term,no balance,no,no,little,little,2
748,1076,new,no balance,yes,yes,little,none,2
606,9398,loyal,good balance,no,yes,little,moderate,3
726,6419,long term,good balance,yes,no,little,little,3
547,4796,long term,no balance,yes,yes,little,rich,0
758,7629,long term,no balance,yes,no,none,none,3
596,9960,new,no balance,no,yes,little,moderate,1
720,4675,new,no balance,yes,yes,none,none,0
674,1287,new,no balance,yes,no,none,none,2
756,2515,long term,no balance,yes,no,little,none,0
649,2745,long term,good balance,yes,yes,rich,moderate,0
613,672,long term,good balance,yes,yes,little,none,2
643,3804,loyal,no balance,no,no,little,moderate,0
600,1344,loyal,no balance,yes,yes,none,rich,2
735,1038,new,good balance,yes,no,little,little,2
585,10127,new,no balance,yes,yes,quite rich,none,1
724,1543,long term,good balance,no,yes,rich,none,2
635,4811,new,no balance,no,no,none,none,0
472,727,loyal,no balance,yes,no,moderate,little,2
590,1237,new,no balance,yes,no,little,moderate,2
651,276,loyal,excellent balance,yes,yes,little,moderate,2
686,5381,long term,excellent balance,yes,no,none,moderate,3
606,5511,long term,no balance,no,yes,moderate,none,3
781,3749,new,good balance,yes,no,little,rich,0
593,685,long term,excellent balance,no,no,little,moderate,2
793,1494,long term,good balance,yes,yes,none,rich,2
791,2746,loyal,good balance,yes,no,little,little,0
850,708,long term,excellent balance,yes,yes,little,little,2
698,4351,loyal,good balance,yes,no,none,moderate,0
846,701,loyal,excellent balance,no,yes,little,none,2
765,3643,long term,excellent balance,yes,yes,little,little,0
574,4249,long term,good balance,yes,no,little,moderate,0
617,1938,loyal,excellent balance,no,no,little,little,2
581,2910,long term,good balance,yes,no,little,little,0
710,2659,long term,excellent balance,no,yes,rich,little,0
550,1028,loyal,good balance,yes,yes,little,none,2
533,3398,long term,excellent balance,no,no,little,little,0
779,5801,loyal,good balance,no,no,none,none,3
763,1525,new,no balance,yes,no,rich,none,2
563,4473,long term,excellent balance,yes,yes,little,rich,0
678,1068,new,excellent balance,yes,no,little,moderate,2
644,6615,long term,good balance,yes,yes,little,little,3
682,1864,long term,good balance,yes,yes,moderate,none,2
625,7408,loyal,no balance,yes,no,moderate,moderate,3
733,11590,new,no balance,no,yes,moderate,none,1
512,4110,long term,no balance,yes,no,little,little,0
642,3384,long term,good balance,yes,yes,little,little,0
737,2101,loyal,good balance,no,no,little,moderate,2
575,1275,loyal,excellent balance,yes,yes,none,little,2
543,4169,new,excellent balance,no,no,little,little,0
521,1521,loyal,excellent balance,no,yes,little,moderate,2
637,5743,new,no balance,yes,yes,little,moderate,3
714,3599,loyal,good balance,yes,yes,little,little,0
726,3213,new,good balance,yes,yes,quite rich,moderate,0
680,4439,long term,no balance,yes,no,little,moderate,0
812,3949,long term,good balance,yes,yes,little,rich,0
757,1459,new,excellent balance,no,yes,little,none,2
710,882,new,excellent balance,yes,no,little,moderate,2
516,3758,loyal,excellent balance,no,no,quite rich,moderate,0
803,1743,long term,excellent balance,yes,no,moderate,none,2
560,1136,long term,good balance,yes,yes,rich,moderate,2
679,1236,new,no balance,yes,yes,little,none,2
526,959,long term,excellent balance,no,no,little,moderate,2
485,3229,new,good balance,yes,yes,none,none,0
625,6199,new,no balance,yes,no,little,little,3
773,727,long term,excellent balance,yes,yes,quite rich,none,2
530,1246,new,no balance,no,yes,little,moderate,2
616,2331,long term,good balance,no,yes,none,none,2
651,4463,loyal,no balance,yes,yes,little,none,0
586,776,new,excellent balance,no,yes,little,none,2
607,2406,long term,good balance,yes,no,little,little,2
724,1239,new,no balance,no,yes,none,moderate,2
733,3399,new,no balance,yes,yes,none,rich,0
667,2247,new,good balance,yes,yes,little,rich,2
700,1766,loyal,good balance,yes,yes,little,none,2
659,2473,new,excellent balance,no,yes,little,little,2
710,1542,loyal,no balance,yes,no,little,none,2
760,3850,long term,no balance,no,no,little,none,0
677,3650,new,no balance,yes,no,little,little,0
798,3446,loyal,good balance,yes,no,little,little,0
758,3001,long term,no balance,yes,no,little,moderate,0
715,3079,long term,no balance,yes,yes,none,none,0
752,6070,loyal,good balance,no,yes,little,none,3
586,2146,loyal,good balance,yes,yes,little,none,2
818,13756,long term,no balance,yes,yes,none,none,1
490,14782,new,excellent balance,yes,yes,moderate,moderate,1
610,7685,long term,good balance,no,no,little,little,3
627,2320,long term,good balance,yes,no,little,none,2
533,846,loyal,no balance,yes,yes,none,none,2
708,14318,loyal,good balance,yes,yes,little,moderate,1
681,362,long term,excellent balance,no,yes,moderate,none,2
690,2212,loyal,no balance,yes,yes,none,little,2
656,12976,long term,excellent balance,yes,yes,little,moderate,1
673,1283,new,excellent balance,yes,yes,none,none,2
806,1330,loyal,excellent balance,yes,yes,little,rich,2
648,4272,long term,good balance,yes,yes,moderate,none,0
501,2238,long term,good balance,yes,yes,little,none,2
556,1126,long term,excellent balance,yes,yes,none,none,2
627,7374,new,no balance,yes,no,little,moderate,3
652,2326,new,good balance,no,no,quite rich,moderate,2
807,1449,new,good balance,yes,yes,little,none,2
708,1820,loyal,excellent balance,yes,no,little,none,2
619,983,new,excellent balance,yes,no,rich,moderate,2
601,3249,loyal,good balance,no,no,little,little,0
445,1957,new,excellent balance,no,yes,little,little,2
800,2406,long term,good balance,yes,no,little,none,2
554,11760,new,good balance,yes,yes,moderate,moderate,1
714,2578,long term,excellent balance,no,yes,little,little,0
656,2348,loyal,excellent balance,no,no,little,little,2
520,1223,long term,excellent balance,yes,no,little,moderate,2
480,1516,long term,excellent balance,yes,yes,rich,none,2
660,1473,new,good balance,yes,yes,little,none,2
532,1887,long term,no balance,yes,yes,none,moderate,2
679,8648,new,no balance,no,no,little,none,3
780,802,new,excellent balance,yes,no,little,none,2
747,2899,long term,no balance,yes,yes,none,moderate,0
705,2039,new,good balance,yes,yes,little,moderate,2
732,2197,loyal,no balance,yes,no,none,none,2
515,1053,loyal,excellent balance,yes,no,little,little,2
816,3235,loyal,good balance,yes,yes,quite rich,none,0
641,939,new,excellent balance,yes,yes,quite rich,rich,2
509,1967,long term,good balance,yes,no,little,moderate,2
601,7253,long term,good balance,yes,no,little,none,3
527,2292,long term,no balance,yes,no,little,none,2
455,1597,long term,excellent balance,no,no,quite rich,none,2
803,1381,long term,excellent balance,yes,yes,none,little,2
553,5842,long term,good balance,no,yes,little,none,3
724,2579,long term,no balance,yes,no,little,little,0
610,8471,new,no balance,yes,yes,none,little,3
559,2782,new,no balance,yes,yes,quite rich,none,0
825,1042,long term,good balance,yes,no,none,moderate,2
819,3186,loyal,excellent balance,yes,yes,rich,none,0
772,2028,new,good balance,yes,no,none,moderate,2
685,958,long term,excellent balance,no,no,little,moderate,2
506,1591,new,no balance,yes,no,moderate,none,2
642,2762,loyal,good balance,yes,yes,none,moderate,0
627,2779,loyal,no balance,yes,yes,little,moderate,0
600,2743,new,good balance,yes,yes,little,none,0
653,1149,new,good balance,yes,no,rich,none,2
762,1313,new,good balance,yes,yes,little,none,2
569,1190,new,excellent balance,yes,yes,little,little,2
756,3448,new,good balance,yes,no,little,none,0
673,11328,new,good balance,no,yes,little,moderate,1
637,1872,loyal,excellent balance,yes,yes,little,little,2
644,2058,long term,excellent balance,no,yes,little,none,2
658,2136,loyal,good balance,yes,yes,little,little,2
649,1484,loyal,no balance,no,yes,none,moderate,2
603,660,loyal,good balance,no,no,quite rich,none,2
820,1287,new,good balance,yes,no,rich,none,2
712,3394,loyal,no balance,yes,no,little,little,0
645,609,new,excellent balance,yes,yes,little,rich,2
705,1884,loyal,good balance,yes,no,little,none,2
590,1620,loyal,good balance,yes,yes,little,little,2
631,2629,new,no balance,no,no,little,moderate,0
604,719,long term,no balance,yes,yes,little,none,2
643,5096,loyal,no balance,yes,no,little,moderate,0
